StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q8,Q8_16_TEXT,Q9,Q9_22_TEXT,Q10,Q10_20_TEXT,Q11,Q11_33_TEXT,Q12,Q12_14_TEXT,Q13,Q13_28_TEXT,Q14,Q14_16_TEXT,Q15,Q16,Q17,Q18,Q18_23_TEXT,Q19,Q19_23_TEXT,Q20_15,Q20_26,Q20_27,Q20_28,Q20_29,Q20_30,Q20_31,Q20_32,Q20_33,Q20_34,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q22_15,Q22_26,Q22_27,Q22_28,Q22_29,Q22_30,Q22_31,Q22_32,Q22_33,Q22_34,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q24,Q25,Q26,Q27_9,Q28,Q28_8_TEXT,Q29,Q30,Q30_42_TEXT,Q31,Q32,Q33,Q34_1,Q35
2024-04-07 03:25:11,2024-04-07 04:32:12,IP Address,102.91.71.88,100,4021,True,2024-04-07 04:32:13,R_264F9pEnQiCVN2b,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
",NA,4- Agree,5- Strongly agree,4- Agree,NA,NA,NA,NA,NA,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,NA,NA,NA,NA,5- Very high probability,5- Very high probability,4- High probability,NA,NA,NA,NA,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access,7- Some authors didn’t like others replicating their research",NA,"1- I don't know how to share my data; not familiar with the process or the platform to share the data,4- Sharing data requires manual and cumbersome processes",NA,NA,NA,NA,NA,"3- It takes too long to publish a registered report compared to traditional publication models,8- Submitting a registered report doesn't generate enough returns, and it will cost extra time",NA,NA,NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,3- Neutral,"4- Inadequate funding and resources for research,6- Copyright Issues and Open Access Challenges in Academic Publishing,7- Research area specialisation and technical barriers,9- International differences in science evaluation and incentive mechanisms",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,9- Ask friends or academic community for help",NA,68,68,29,61,63,57,NA,65,NA,NA,"Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",72,77,NA,91,14,NA,20,28,NA,NA,Unacceptable,Probably acceptable,Probably acceptable,Unacceptable,Unacceptable,Probably acceptable,Probably acceptable,Acceptable,Unacceptable,Unacceptable,3- Moderately important,"Yes, need human sample",5- Very high representativeness,37,Male,NA,28,Undergraduate,NA,Federal university of Agriculture Makurdi,Medicine and Health,I haven't had any relevant practice,56,No suggestions
2024-04-07 04:59:54,2024-04-07 05:20:41,IP Address,102.91.48.57,100,1247,True,2024-04-07 05:20:42,R_2hDRiX3VdowzXrl,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
",NA,NA,4- Agree,NA,NA,NA,NA,NA,NA,NA,3- My research doesn't involve this,NA,NA,NA,NA,NA,NA,NA,3- Probable,NA,NA,NA,NA,NA,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access,3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research,6- My supervisor did not want me to conduct replication studies,7- Some authors didn’t like others replicating their research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,3- Neutral,"1- There are language barriers that make communication difficult,2- Differences in academic culture and research practices,6- Copyright Issues and Open Access Challenges in Academic Publishing,9- International differences in science evaluation and incentive mechanisms",NA,1- Literature resources purchased by the university library,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Probably acceptable,Acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,3- Moderately important,"Yes, need human sample",3- Medium representativeness,38,Female,NA,28,Postgraduate,NA,Federal university of agriculture makurdi benue state Nigeria,Science (including science and technology),I haven't had any relevant practice,39,NA
2024-04-07 09:53:25,2024-04-07 10:07:32,IP Address,197.210.53.168,100,847,True,2024-04-07 10:07:33,R_5J5YCXM1hL6J8iJ,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand",0- I don't know any of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1- Strongly unwilling,1- Strongly unwilling,3- Neutral,I don't think there's an obstacle,NA,"2- Google Scholar, web of science and other free indexing engines,3- Professional paid academic databases such as Wanfang, and CQVIP (not purchased by the university, individual payment required),9- Ask friends or academic community for help",NA,51,14,25,35,35,42,31,37,42,33,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",41,34,43,52,42,42,42,45,42,44,Probably acceptable,Probably acceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Probably acceptable,Unacceptable,Probably acceptable,3- Moderately important,No,NA,NA,Male,NA,30,Postgraduate,NA,UNN,Interdisciplinary,Not remember,31,NA
2024-04-06 07:31:37,2024-04-07 11:52:18,IP Address,197.211.59.152,100,102041,True,2024-04-07 11:52:20,R_74XaZS09POXexvX,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,5- Open Code
(making analysis code publicly available)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",NA,4- Agree,1- Strongly disagree,4- Agree,1- Strongly disagree,1- Strongly disagree,1- Strongly disagree,4- Agree,NA,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),3- My research doesn't involve this,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),3- My research doesn't involve this,1- I have done (including as a principal author or participant),NA,4- High probability,1- Extremely low probability,4- High probability,5- Very high probability,4- High probability,1- Extremely low probability,5- Very high probability,I am not involved in replication studies,NA,No reasons,NA,"1- I don't know how to share my code; not familiar with the process or the platform to open code,2- There is a lack of long-term code storage solutions, and short-term code storage solutions require frequent maintenance, which is inconvenient,3- Open code will cost lots of time,4- Open code requires manual and cumbersome processes,5- My code has no academic value, and other researchers will not be interested in my cod,6- Other researchers may find errors in my code, then laugh at or accuse me,7- Concern that others will use my code incorrectly or inappropriately, which may lead to misleading results,9- Sharing sensitive code leads to less privacy, and the inability to anonymise it raises some related issues,10- My supervisor asked me not to open code,11- My colleagues are unwilling to open code, so I would not share my data either,12- No foreseeable benefits or the returns don't match the cost of the time and effort expended,13- Privacy and confidentiality agreements require that code not be disclosed",NA,"1- There are numerous formats for open peer review, but no sufficiently standardized and quantitative way of determining which one is best,2- Open peer review can be flooded with comments and feedback, causing the review process to become too lengthy,3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,4- Disclosure of the reviewers' identity may lead to reviewers' reluctance to offer controversial opinions or comments, as they may fear that they will be attacked or discredited by others.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,6- Some people may be reluctant to provide honest feedback and comments because they want to maintain a positive relationship, so there may be more praise and less criticism, which may affect the quality of the review,7- Open peer review may reveal personal information such as the author's identity, workplace, etc., leading to privacy disclosure issues,8- Open peer review may reveal personal information such as the reviewer's identity, workplace, etc., leading to privacy disclosure issues,9- My colleagues are less involved in open peer review, so I don't want to be either,10- No particular reason or concern, don't want to submit to open peer-reviewed journals,11- The participation rate in open peer review is low, and most open-review articles are not widely discussed,12- Participating in open peer review is no reward or benefit,13- The journals I regularly submit to do not support open peer review",NA,"1- There is no access to learn about registered reports or which journals accept registered reports,2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines,3- It takes too long to publish a registered report compared to traditional publication models,4- Registered reports would require me to submit a study proposal before the beginning of the study and would limit flexibility,5- I was worried that if I didn't do what was written in the registered report, it would affect my career, which made me quite stressed,6- My colleagues don't submit registered reports much, which makes me think I don't have to do it either,7- My supervisor would not like me to submit my dissertation as a registered report,8- Submitting a registered report doesn't generate enough returns, and it will cost extra time",NA,"1- There is no access to learn about preprint platforms or the process of publishing preprints,2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals,3- Preprint articles without peer review are less credible and prone to erroneous conclusions affecting public perception and trust,4- Preprints may lead to some academic dishonesty, such as data falsification and plagiarism,5- The preprint platform is less authoritative than traditional journals, and publication had no significant positive impact on my career,6- Worried that others will see my preprint and rush to publish,7- Publishing research in preprints affects my copyright,8- My supervisor doesn't want me to upload a preprint,9- Publishing research results in preprints would affect my academic reputation and career development, as preprints are not usually counted in academic evaluation metrics such as impact factor,10- Lack of sufficient incentives for me to change my habits,11- Most research institutions and universities do not recognise preprints. They cannot be equated with journal papers for graduation, title appraisal and project applications",NA,"1- Conferences, lectures, etc. on open science,2- Social media and blogs such as Twitter, WeChat, etc,3- Open access academic journals and publications, such as PLOS,4- Open science-related academic societies, such as COSN, AIMOS etc,5- Publications containing open science theory and practice,6- Open science-related tools such as Github,7- Advocacy from supervisors, colleagues or university/college",NA,1- Strongly unwilling,1- Strongly unwilling,1- Very difficult,I don't think there's an obstacle,NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,3- Professional paid academic databases such as Wanfang, and CQVIP (not purchased by the university, individual payment required),4- SCI-HUB,5- Paid access to the journal's official website,6- ChinaXiv、arXiv, bioRxiv,7- Databases of societies such as the Royal Physical Society database,8- Write an email to the author requesting the article,9- Ask friends or academic community for help",NA,NA,NA,6,13,3,37,100,99,88,92,"Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",94,49,62,72,NA,NA,64,66,59,61,Unacceptable,Acceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Probably acceptable,Unacceptable,Acceptable,3- Moderately important,No,NA,NA,Female,NA,24,Undergraduate,NA,"Abubakar Tafawa Balewa University,Bauchi",Science (including science and technology),2023,12,NA
2024-04-07 20:16:33,2024-04-07 20:30:19,IP Address,185.26.180.198,100,825,True,2024-04-07 20:30:20,R_1Rkgg8OsMRjaUM0,NA,NA,NA,NA,-28.9984,23.9888,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",5- Strongly agree,4- Agree,5- Strongly agree,4- Agree,NA,5- Strongly agree,3- Neutral,2- Disagree,2- No,3- My research doesn't involve this,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,1- I have done (including as a principal author or participant),2- No,2- No,2- Low probability,3- Probable,4- High probability,3- Probable,NA,3- Probable,3- Probable,1- Extremely low probability,"3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research,9- Institutes and publishers do not have adequate incentives to encourage replication studies, resulting in poor motivation among researchers,10- Replication studies lack financial support",NA,"4- Sharing data requires manual and cumbersome processes,5- The volume of data is too large to upload,6- My data have no academic value, and other researchers will not be interested in my data,16- Business conflicts of interest result in lack of access to data",NA,NA,NA,"2- Open peer review can be flooded with comments and feedback, causing the review process to become too lengthy,3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,4- Disclosure of the reviewers' identity may lead to reviewers' reluctance to offer controversial opinions or comments, as they may fear that they will be attacked or discredited by others.",NA,"2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines",NA,"1- There is no access to learn about preprint platforms or the process of publishing preprints,2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals",NA,"2- Social media and blogs such as Twitter, WeChat, etc",NA,4- Willing,1- Strongly unwilling,1- Very difficult,"2- Differences in academic culture and research practices,3- Legal restrictions on international data sharing and privacy protection issues,4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,9- International differences in science evaluation and incentive mechanisms",NA,"5- Paid access to the journal's official website,7- Databases of societies such as the Royal Physical Society database,9- Ask friends or academic community for help",NA,44,90,58,70,39,74,48,63,71,46,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before",NA,54,65,61,73,42,36,23,39,50,Unacceptable,Probably acceptable,Acceptable,Unacceptable,Probably acceptable,Acceptable,Probably acceptable,Acceptable,Unacceptable,Acceptable,3- Moderately important,No,NA,NA,Female,NA,29,Postgraduate,NA,Lautech,Medicine and Health,I haven't had any relevant practice,43,NA
2024-04-07 22:42:50,2024-04-07 23:22:06,IP Address,197.210.71.100,100,2355,True,2024-04-07 23:22:07,R_2l074NUO2hDD7bE,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",2- Disagree,1- Strongly disagree,NA,1- Strongly disagree,NA,2- Disagree,1- Strongly disagree,1- Strongly disagree,2- No,1- I have done (including as a principal author or participant),NA,2- No,NA,2- No,1- I have done (including as a principal author or participant),2- No,2- Low probability,5- Very high probability,NA,2- Low probability,NA,2- Low probability,5- Very high probability,1- Extremely low probability,NA,NA,"▢	2- There is a lack of long-term data storage solutions, and short-term data storage solutions require frequent maintenance, which is inconvenient ,10- Sharing sensitive data leads to less privacy, and the inability to anonymise it raises some related issues,12- My supervisor asked me not to share data,14- Privacy and confidentiality agreements require that data not be disclosed",NA,NA,NA,"3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,4- Disclosure of the reviewers' identity may lead to reviewers' reluctance to offer controversial opinions or comments, as they may fear that they will be attacked or discredited by others.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,6- Some people may be reluctant to provide honest feedback and comments because they want to maintain a positive relationship, so there may be more praise and less criticism, which may affect the quality of the review,7- Open peer review may reveal personal information such as the author's identity, workplace, etc., leading to privacy disclosure issues,8- Open peer review may reveal personal information such as the reviewer's identity, workplace, etc., leading to privacy disclosure issues",NA,"2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines,3- It takes too long to publish a registered report compared to traditional publication models,4- Registered reports would require me to submit a study proposal before the beginning of the study and would limit flexibility",NA,"2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals,3- Preprint articles without peer review are less credible and prone to erroneous conclusions affecting public perception and trust,4- Preprints may lead to some academic dishonesty, such as data falsification and plagiarism,6- Worried that others will see my preprint and rush to publish,11- Most research institutions and universities do not recognise preprints. They cannot be equated with journal papers for graduation, title appraisal and project applications",NA,"1- Conferences, lectures, etc. on open science,2- Social media and blogs such as Twitter, WeChat, etc,3- Open access academic journals and publications, such as PLOS",NA,4- Willing,1- Strongly unwilling,2- Difficult,"1- There are language barriers that make communication difficult,2- Differences in academic culture and research practices,4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,6- Copyright Issues and Open Access Challenges in Academic Publishing,8- Collaboration challenges posed by time zone differences,9- International differences in science evaluation and incentive mechanisms,10- Potential impact of political and economic factors on cooperation",NA,"2- Google Scholar, web of science and other free indexing engines,3- Professional paid academic databases such as Wanfang, and CQVIP (not purchased by the university, individual payment required),8- Write an email to the author requesting the article,9- Ask friends or academic community for help",NA,25,NA,47,52,79,85,88,95,96,NA,"No, I have never done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before",6,96,100,9,100,100,97,NA,58,76,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,2- Unimportant,"Yes, need human sample",3- Medium representativeness,92,Male,NA,35,Postgraduate,NA,"Federal University of Technology Minna, Niger State, Nigeria",Science (including science and technology),2019,52,NA
2024-04-08 00:57:13,2024-04-08 01:09:09,IP Address,102.88.36.127,100,715,True,2024-04-08 01:09:10,R_6IE5OsqoU643msv,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",4- Agree,4- Agree,5- Strongly agree,NA,NA,NA,5- Strongly agree,1- Strongly disagree,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,NA,NA,1- I have done (including as a principal author or participant),2- No,3- Probable,3- Probable,5- Very high probability,NA,NA,NA,5- Very high probability,2- Low probability,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access,3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research",NA,NA,NA,NA,NA,"1- There are numerous formats for open peer review, but no sufficiently standardized and quantitative way of determining which one is best,3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,13- The journals I regularly submit to do not support open peer review",NA,My studies are not involved in registered reports,NA,NA,NA,"1- Conferences, lectures, etc. on open science,5- Publications containing open science theory and practice,7- Advocacy from supervisors, colleagues or university/college",NA,4- Willing,1- Strongly unwilling,3- Neutral,4- Inadequate funding and resources for research,NA,"2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB",NA,0,0,0,0,0,0,0,0,0,1,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",20,17,30,38,23,26,28,45,52,15,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,5- Very important,"Yes, need human sample",4- High representativeness,91,Male,NA,35,Postgraduate,NA,University of Ibadan,"Literature (including Journalism and Communication, Linguistics)",2019,26,NA
2024-04-08 00:50:34,2024-04-08 01:22:50,IP Address,102.91.55.73,100,1935,True,2024-04-08 01:22:51,R_1q4aCR7Z5Y1wSZk,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
",NA,5- Strongly agree,NA,NA,NA,NA,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,NA,NA,NA,4- High probability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1- There is no access to learn about registered reports or which journals accept registered reports,NA,NA,NA,"7- Advocacy from supervisors, colleagues or university/college",NA,4- Willing,1- Strongly unwilling,2- Difficult,"3- Legal restrictions on international data sharing and privacy protection issues,4- Inadequate funding and resources for research,8- Collaboration challenges posed by time zone differences,10- Potential impact of political and economic factors on cooperation",NA,"2- Google Scholar, web of science and other free indexing engines",NA,55,60,50,70,NA,NA,70,80,75,90,"No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before",NA,NA,NA,64,NA,NA,51,67,69,72,Unacceptable,Probably acceptable,Unacceptable,Probably acceptable,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Unacceptable,4- Important,No,NA,NA,Male,NA,27,Postgraduate,NA,Federal University of Agriculture Makurdi,Science (including science and technology),Not remember,50,"Open science should be more encouraged and i hope that the world will be made more Open to researchers to collaborate globally.
Thanks."
2024-04-08 01:35:42,2024-04-08 01:52:57,IP Address,160.119.124.202,100,1035,True,2024-04-08 01:52:58,R_8QHbVqc6nGb3GQF,NA,NA,NA,NA,9.0567,7.4969,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",4- Agree,5- Strongly agree,5- Strongly agree,5- Strongly agree,NA,NA,NA,3- Neutral,2- No,3- My research doesn't involve this,1- I have done (including as a principal author or participant),2- No,NA,NA,NA,3- My research doesn't involve this,2- Low probability,3- Probable,3- Probable,2- Low probability,NA,NA,NA,2- Low probability,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access,3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research,4- Some research questions are very complex and require expertise and skills in many areas, making it more challenging to conduct repetitive studies,7- Some authors didn’t like others replicating their research,8- Journals or peers prefer studies with novel results or with positive results; replication studies are not well-published,9- Institutes and publishers do not have adequate incentives to encourage replication studies, resulting in poor motivation among researchers",NA,"3- Data sharing will cost lots of time ,5- The volume of data is too large to upload,8- Concern that others will use my data incorrectly or inappropriately, which may lead to misleading results,12- My supervisor asked me not to share data,16- Business conflicts of interest result in lack of access to data",NA,NA,NA,"3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,8- Open peer review may reveal personal information such as the reviewer's identity, workplace, etc., leading to privacy disclosure issues,9- My colleagues are less involved in open peer review, so I don't want to be either,10- No particular reason or concern, don't want to submit to open peer-reviewed journals",NA,"2- The number of journals accepting registered reports is low, while the existing registered reports journals do not cover a wide enough range of disciplines,5- I was worried that if I didn't do what was written in the registered report, it would affect my career, which made me quite stressed,7- My supervisor would not like me to submit my dissertation as a registered report,8- Submitting a registered report doesn't generate enough returns, and it will cost extra time",NA,NA,NA,"2- Social media and blogs such as Twitter, WeChat, etc",NA,4- Willing,1- Strongly unwilling,3- Neutral,"4- Inadequate funding and resources for research,7- Research area specialisation and technical barriers,8- Collaboration challenges posed by time zone differences",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,5- Paid access to the journal's official website,9- Ask friends or academic community for help",NA,59,99,61,72,100,100,12,55,11,13,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",11,67,35,87,59,71,50,9,13,14,Unacceptable,Probably acceptable,Probably acceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Probably acceptable,Unacceptable,Unacceptable,3- Moderately important,"Yes, need human sample",4- High representativeness,72,Female,NA,23,Postgraduate,NA,Kwara State University Malete,Medicine and Health,I haven't had any relevant practice,50,NA
2024-04-08 01:44:28,2024-04-08 02:00:20,IP Address,102.91.53.216,100,951,True,2024-04-08 02:00:21,R_8lS34lD8sIPXR8Q,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",5- Strongly agree,NA,NA,NA,NA,4- Agree,5- Strongly agree,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,4- High probability,NA,NA,NA,NA,4- High probability,4- High probability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals,5- The preprint platform is less authoritative than traditional journals, and publication had no significant positive impact on my career,11- Most research institutions and universities do not recognise preprints. They cannot be equated with journal papers for graduation, title appraisal and project applications",NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,3- Neutral,"2- Differences in academic culture and research practices,4- Inadequate funding and resources for research,7- Research area specialisation and technical barriers,10- Potential impact of political and economic factors on cooperation",NA,"2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,9- Ask friends or academic community for help",NA,NA,38,NA,NA,60,50,41,46,NA,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",61,70,72,75,76,72,74,75,77,100,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,5- Very important,"Yes, need human sample",4- High representativeness,90,Male,NA,27,Postgraduate,NA,Usmanu Danfodiyo University Sokoto,Medicine and Health,I haven't had any relevant practice,50,NA
